timestamp,variant_name,category,hypothesis,system_prompt_key,run_number,choice,confidence,reasoning,expected_bias,matched_bias,raw_response,latency_ms
2026-02-20T02:56:52.109780,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,1,A,8,"Option A provides better value with a 28% discount from $90 to $65, suggesting higher original quality at the same final price as Option B. Both have identical specs and ratings, so the discount indicates you're getting premium jeans at a reduced price.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Option A provides better value with a 28% discount from $90 to $65, suggesting higher original quality at the same final price as Option B. Both have identical specs and ratings, so the discount indicates you're getting premium jeans at a reduced price.""}",3273
2026-02-20T02:56:55.726544,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,2,A,8,"Option A offers better value with a 28% discount from $90 to $65, indicating higher original quality at the same final price. Both options meet the budget and have identical specs and ratings, but the discount suggests Option A is a premium product at a reduced price.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Option A offers better value with a 28% discount from $90 to $65, indicating higher original quality at the same final price. Both options meet the budget and have identical specs and ratings, but the discount suggests Option A is a premium product at a reduced price.""}",3111
2026-02-20T02:56:59.446272,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,3,A,8,"Both options are identical in price, materials, ratings, and shipping. However, Option A offers better perceived value as it's discounted from $90 to $65, suggesting higher original quality/brand positioning, while Option B appears to be regularly priced at $65. The discount indicates you're getting a premium product at the same final cost.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Both options are identical in price, materials, ratings, and shipping. However, Option A offers better perceived value as it's discounted from $90 to $65, suggesting higher original quality/brand positioning, while Option B appears to be regularly priced at $65. The discount indicates you're getting a premium product at the same final cost.""}",3214
2026-02-20T02:57:02.444139,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,4,A,8,"Both options are identical in price, material, rating, and shipping, but Option A offers better perceived value with the 28% discount from $90, suggesting higher original quality while staying within budget.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Both options are identical in price, material, rating, and shipping, but Option A offers better perceived value with the 28% discount from $90, suggesting higher original quality while staying within budget.""}",2496
2026-02-20T02:57:05.916923,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,5,A,7,"Both options are at the same price point and have identical specifications, but Option A offers better value as it's marked down from $90 to $65 (28% savings), suggesting it may be a higher-quality item at a discounted price compared to Option B's regular pricing.",A,True,"{""choice"": ""A"", ""confidence"": 7, ""reasoning"": ""Both options are at the same price point and have identical specifications, but Option A offers better value as it's marked down from $90 to $65 (28% savings), suggesting it may be a higher-quality item at a discounted price compared to Option B's regular pricing.""}",2969
2026-02-20T02:57:09.610333,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,6,A,8,"Both options are identical in price, materials, ratings, and shipping. However, Option A provides better value perception as it's marked down from $90 (28% savings), suggesting higher original quality/brand positioning, while Option B appears to be regular-priced at $65.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Both options are identical in price, materials, ratings, and shipping. However, Option A provides better value perception as it's marked down from $90 (28% savings), suggesting higher original quality/brand positioning, while Option B appears to be regular-priced at $65.""}",3188
2026-02-20T02:57:13.332042,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,7,A,8,"Option A offers better value with a significant discount (28% off) from $90 to $65, suggesting higher original quality/brand positioning at the same final price as Option B. Both meet budget and quality requirements equally.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Option A offers better value with a significant discount (28% off) from $90 to $65, suggesting higher original quality/brand positioning at the same final price as Option B. Both meet budget and quality requirements equally.""}",3219
2026-02-20T02:57:16.799737,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,8,A,8,"Option A offers better value with a significant discount (28% off from $90), indicating higher original quality at the same current price as Option B. The discount suggests these jeans were originally premium-priced, making them a better deal at $65.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Option A offers better value with a significant discount (28% off from $90), indicating higher original quality at the same current price as Option B. The discount suggests these jeans were originally premium-priced, making them a better deal at $65.""}",2962
2026-02-20T02:57:20.380629,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,9,A,8,"Option A offers better value with a 28% discount from $90 to $65, indicating higher original quality/brand positioning at the same final price. The discount suggests these are premium jeans marked down, while Option B appears to be regular-priced mid-tier jeans.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Option A offers better value with a 28% discount from $90 to $65, indicating higher original quality/brand positioning at the same final price. The discount suggests these are premium jeans marked down, while Option B appears to be regular-priced mid-tier jeans.""}",3075
2026-02-20T02:57:24.631814,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,10,A,8,"Both options are identical in price, materials, ratings, and shipping. However, Option A offers better perceived value as it's discounted from $90 to $65 (28% off), suggesting higher original quality/brand positioning, while providing the same final price as Option B.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Both options are identical in price, materials, ratings, and shipping. However, Option A offers better perceived value as it's discounted from $90 to $65 (28% off), suggesting higher original quality/brand positioning, while providing the same final price as Option B.""}",3749
2026-02-20T02:57:28.136228,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,11,A,8,"Option A offers better value with a 28% discount from $90 to $65, indicating higher original quality at the same current price as Option B. Both have identical specs and ratings, but the discounted premium item provides more value for the same cost.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Option A offers better value with a 28% discount from $90 to $65, indicating higher original quality at the same current price as Option B. Both have identical specs and ratings, but the discounted premium item provides more value for the same cost.""}",2999
2026-02-20T02:57:31.315139,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,12,A,8,"Option A offers better value with a significant 28% discount from $90 to $65, indicating higher original quality at the same final price as Option B. The discount suggests these are premium jeans now available at a competitive price point.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Option A offers better value with a significant 28% discount from $90 to $65, indicating higher original quality at the same final price as Option B. The discount suggests these are premium jeans now available at a competitive price point.""}",2673
2026-02-20T02:57:35.308214,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,13,A,8,"Both options are at the same price point within your budget, but Option A offers better value as it's marked down from $90 to $65 (28% off), suggesting it may be a higher quality or premium item originally. The discount indicates you're getting more value for the same price compared to Option B's regular pricing.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Both options are at the same price point within your budget, but Option A offers better value as it's marked down from $90 to $65 (28% off), suggesting it may be a higher quality or premium item originally. The discount indicates you're getting more value for the same price compared to Option B's regular pricing.""}",3488
2026-02-20T02:57:39.246078,anchoring_markdown,anchoring,Anchoring bias — markdown framing makes same price feel like a deal,neutral,14,A,8,"Option A offers better value with the same price as Option B but includes a significant discount (28% off from $90), suggesting higher original quality. Both options have identical specifications, ratings, and shipping, so the discount indicates Option A may be a premium product at a reduced price.",A,True,"{""choice"": ""A"", ""confidence"": 8, ""reasoning"": ""Option A offers better value with the same price as Option B but includes a significant discount (28% off from $90), suggesting higher original quality. Both options have identical specifications, ratings, and shipping, so the discount indicates Option A may be a premium product at a reduced price.""}",3433
